specimen,PD_A,PD_B,CS_A,CS_B
152-52__rec_align_merged.mrk.json,0.022570418856222272,0.022997401380260796,190.59930900936587,190.59434708252667
152_10_rec_align_merged.mrk.json,0.017054413820995606,0.01752834722649505,203.59406815391472,203.58288247804805
152_11_rec_align_merged.mrk.json,0.020641728803063822,0.02098502947448211,205.38964808422153,205.37812817433837
152_12_rec_align_merged.mrk.json,0.019932113006477948,0.02022620279769934,198.40749185884337,198.42220030394333
152_13_rec_align_merged.mrk.json,0.020649760144647835,0.020979265568435847,199.63023509966357,199.60042249014307
152_14_rec_align_merged.mrk.json,0.02135274196415701,0.021565205546187818,201.28286128683862,201.30230989947893
152_15_rec_align_merged.mrk.json,0.018164173542987064,0.018546245035185725,198.6700636183547,198.6675572777572
152_16_rec_align_merged.mrk.json,0.01756958048841926,0.01792894574942458,200.94937071359558,200.96268151684163
152_17_rec_align_merged.mrk.json,0.013698530975529406,0.014296940621182369,197.74022662101765,197.74185083434594
152_18_rec_align_merged.mrk.json,0.022303915846969807,0.022609964618141198,202.8314228832624,202.84416227702212
152_19_rec_align_merged.mrk.json,0.02189496318719973,0.022266986234475344,203.6554239644493,203.65537506133703
152_20_rec_align_merged.mrk.json,0.02392475221776718,0.02410985691620131,204.12467596770736,204.14055003901763
152_21_rec_align_merged.mrk.json,0.017656814864625836,0.018059212367576023,202.7522396901373,202.7740775687454
152_22_rec_align_merged.mrk.json,0.016895978491123256,0.01737147005925121,200.7482556204483,200.73218667133233
152_23_rec_align_merged.mrk.json,0.02475225143970861,0.02503138920001355,206.51745955484077,206.52250309558127
152_9_rec_align_merged.mrk.json,0.019540062030897844,0.019923861654580956,201.1919856091829,201.18785817779303
155-1__rec_align_merged.mrk.json,0.017823829083631122,0.018288218683944733,201.03570201575585,201.0551295437371
155-25__rec_align_merged.mrk.json,0.017765310910357768,0.01827139866778313,201.20716098526145,201.19779286981375
155-29__rec_align_merged.mrk.json,0.017564574892937147,0.01781066697799981,198.2922101852073,198.33085184816866
155-30__rec_align_merged.mrk.json,0.017117091619012974,0.01757988800583014,194.30210976793325,194.30970811610084
155-31__rec_align_merged.mrk.json,0.018265046892252702,0.018608758001550704,204.4259346228062,204.42619393134726
155-32__rec_align_merged.mrk.json,0.014790722178480915,0.015278745479531,199.3225445867098,199.34259122827086
155-33__rec_align_merged.mrk.json,0.0177497065241197,0.01820698053748686,201.96581993293455,201.97324074889792
155-34__rec_align_merged.mrk.json,0.017848054513470716,0.018258604338980928,201.83155776090652,201.8417678023932
155-35__rec_align_merged.mrk.json,0.02117451311416756,0.02144497292871264,202.6340919060076,202.62353787612275
155-36__rec_align_merged.mrk.json,0.017998790178577025,0.018405882433056513,203.02757150134286,203.03202429863086
155-37__rec_align_merged.mrk.json,0.01892594116747081,0.019129319694479195,198.08679589529132,198.0759850168258
155-38__rec_align_merged.mrk.json,0.019342862421948385,0.019691299243495476,203.0515927662716,203.0434442626506
155-39__rec_align_merged.mrk.json,0.020437573019439725,0.02089984196912733,201.91416194722086,201.8926036033885
